出走馬T.競走コード,馬番,枠番,異常区分コード,単勝人気,入線順位,確定着順,馬券評価順位,予想タイム指数,予想タイム指数順位,得点,デフォルト得点,デフォルト得点順位,得点V1,得点V1順位,得点V2,得点V2順位,得点V3,得点V3順位,得点V1順位逆数,得点V2順位逆数,得点V3順位逆数,三連単用得点,三連単用馬券評価順位,血統距離評価,血統トラック評価,血統成長力評価,血統総合評価,血統距離評価B,血統トラック評価B,血統成長力評価B,血統総合評価B,予想タイム偏差値,過去5走最高タイム指数,前走レースレベル,前走レースレベル順位,先行指数,先行率,先行指数順位,予想展開,予想タイム指数回帰推定値,予想タイム指数回帰推定値順位,血統登録番号,性別コード,近走競走コード1,近走馬番1,近走競走コード2,近走馬番2,近走競走コード3,近走馬番3,近走競走コード4,近走馬番4,近走競走コード5,近走馬番5,次走競走コード,次走馬番,休養週数,休養後出走回数,単勝配当,複勝配当,単勝オッズ,単勝支持率,複勝オッズ1,複勝オッズ2,単勝推定オッズ,複勝推定オッズ,連対推定オッズ,予想オッズ,予想人気,クラス変動,騎手コード,騎手所属場コード,見習区分,騎手評価,調教師評価,枠順評価,脚質評価,キャリア,馬齢,調教師コード,負担重量,馬体重,馬体重増減,距離増減,前走着順,前走人気,前走着差,前走トラック種別コード,前走馬体重,前走頭数,タイム指数上昇係数,タイム指数回帰推定値,タイム指数回帰標準偏差,斤量比,前走休養週数,騎手ランキング,調教師ランキング,馬単合成オッズ,過程値a,過程値b,調節値,勝率,充足率,父繁殖登録番号,母繁殖登録番号,父繁殖馬生年,母繁殖馬生年,父出産年齢,母出産年齢,母血統登録番号,母平地収得賞金累計,母評価,馬番判定,過程値,レースT.競走コード,距離,トラック種別コード,主催者コード,競走番号,場コード,グレードコード,競走種別コード,競走条件コード,競走条件名称,トラックコード,頭数,天候コード,馬場状態コード,予想勝ち指数,初出走頭数,人気馬得点1,人気馬支持率1,人気馬馬券評価順位1,人気馬得点2,人気馬支持率2,人気馬馬券評価順位2,人気馬得点3,人気馬支持率3,人気馬馬券評価順位3,予想決着指数,投票フラグ,波乱度,タイム指数誤差,登録頭数,回次,日次,タイム指数FB補正量,タイム指数FB頭数,一番人気予想展開,平均得点,得点標準偏差,平均予想タイム指数,予想タイム標準偏差,レースレベル,予想タイム指数平均値a,予想タイム指数平均値b,最低勝率,過程値合計,過程値b合計,勝率標準偏差,レース充足率
22201230711,2,1,0,6,10,10,6,101.1096441,5,48,51,4,3,10,-1,13,48,6,7,3,11,51,6,54,64,48,61,33,47,29,41,54,102,93,8,66.57498,0.375,5,2,102,8,2015104571,1,22111280911,15,22110240511,13,22106190511,13,22105090510,12,22103210711,3,22202260911,7,7,2,0,0,11.8,0.06779661,2.7,3.9,11,2.5,4.2,7.5,3,2,1174,0,0,65,46,60,70,25,7,1055,560,486,2,-200,2,3,3,1,484,16,1.050346,102.3294732,0,11.52263374,4,6,26,10.1,6,6,1,,100,,,,,,,,,,2,72509.8,22201230711,1800,1,1,11,7,B,14,999,4歳上 GⅡ,23,16,4,1,109.4044597,0,60,0.2352941,1,47,0.2162162,7,50,0.1290323,5,113.331,0,3,0,16,1,8,0,0,3,49.6,8.269422,98.7,6.507941,97.6,98.7,98.7,0.6,1155689,100,,100
22201230711,6,3,0,14,11,11,12,96.47615177,13,42,46,13,6,7,6,7,46,11,10,10,6,45,11,38,41,32,36,41,32,30,28,46,102,90,11,68.41,0.5,4,2,94,12,2017100097,1,22201090611,11,22111280911,10,22110160911,13,22106130711,7,22105220711,7,22202050711,3,1,3,0,0,71.3,0.0112202,11,16.7,85.2,10.8,24.1,18.3,10,2,666,0,0,58,64,54,70,18,5,1003,560,512,4,0,7,9,6,1,508,16,1.110723,94.52526225,170.3835,10.9375,5,11,97,81.6,2,2,1,,100,,,,,,,,,,2,19231.5,22201230711,1800,1,1,11,7,B,14,999,4歳上 GⅡ,23,16,4,1,109.4044597,0,60,0.2352941,1,47,0.2162162,7,50,0.1290323,5,113.331,0,3,0,16,1,8,0,0,3,49.6,8.269422,98.7,6.507941,97.6,98.7,98.7,0.6,1155689,100,,100
22201230711,1,1,0,8,12,12,4,99.59825503,8,52,51,5,8,6,9,3,51,1,11,14,16,61,1,60,66,51,64,45,47,40,43,51,100,101,5,47.3829,0.375,9,3,105,5,2018106573,1,22111130511,9,22110100510,10,22107144411,10,22106200511,2,22105020910,11,22203210711,4,9,0,0,0,18.4,0.04347826,4.3,6.4,23.2,4.5,8.3,27,14,1,1163,0,0,59,51,60,89,11,4,1176,550,484,8,200,11,7,12,1,476,16,3.268686,105.4399188,0,11.36363636,4,22,34,20.8,4,4,1,,100,,,,,,,,,,1,49265.3,22201230711,1800,1,1,11,7,B,14,999,4歳上 GⅡ,23,16,4,1,109.4044597,0,60,0.2352941,1,47,0.2162162,7,50,0.1290323,5,113.331,0,3,0,16,1,8,0,0,3,49.6,8.269422,98.7,6.507941,97.6,98.7,98.7,0.6,1155689,100,,100
22201230711,3,2,0,4,13,13,2,104.1760856,4,58,52,1,8,5,8,4,49,5,11,12,12,56,3,48,54,55,52,52,55,46,52,58,105,86,13,88.3886,0.0625,1,1,112,2,2017106279,1,22112280911,11,22111210311,13,22109110711,16,22104240511,13,22103130911,8,22203270611,5,3,2,0,0,9,0.08888889,2.7,3.9,8.3,2.3,3.6,6.7,2,2,1144,0,0,60,42,60,10,14,5,1064,560,494,4,0,1,6,-4,1,490,16,5.051598,111.5228075,207.6991,11.33603239,4,37,67,7.9,12,12,1,,100,,,,,,,,,,1,143882.1,22201230711,1800,1,1,11,7,B,14,999,4歳上 GⅡ,23,16,4,1,109.4044597,0,60,0.2352941,1,47,0.2162162,7,50,0.1290323,5,113.331,0,3,0,16,1,8,0,0,3,49.6,8.269422,98.7,6.507941,97.6,98.7,98.7,0.6,1155689,100,,100
22201230711,7,4,0,9,14,14,11,98.70270974,11,42,47,10,1,12,4,9,47,9,5,8,8,46,9,54,64,48,61,45,43,37,40,50,105,86,13,17.28829,0.9375,15,4,96,10,2016104624,1,22112280911,9,22110240511,16,22110020711,10,22106190511,9,22105090510,6,22203260611,2,3,1,0,0,30.6,0.02614379,6.4,9.6,40.3,6.5,13.6,23.4,11,2,1032,0,0,62,51,54,10,25,6,399,560,498,4,0,9,9,14,1,494,16,-0.4052546,95.90764803,170.1533,11.24497992,8,23,3,35.1,3,3,1,,100,,,,,,,,,,1,38445.7,22201230711,1800,1,1,11,7,B,14,999,4歳上 GⅡ,23,16,4,1,109.4044597,0,60,0.2352941,1,47,0.2162162,7,50,0.1290323,5,113.331,0,3,0,16,1,8,0,0,3,49.6,8.269422,98.7,6.507941,97.6,98.7,98.7,0.6,1155689,100,,100
22201230711,12,6,0,15,15,15,15,90.26419208,15,32,40,15,0,13,-1,14,39,15,4,3,2,33,15,48,46,47,44,53,47,56,46,37,95,88,12,81.60732,0.125,3,1,90,14,2016102089,1,22201161011,8,22112050911,6,22106260111,14,22105150511,15,22103270711,10,22203120911,12,0,2,0,0,239.2,0.003344482,35.9,54.5,214.8,41.6,84.3,37.3,15,2,1034,0,0,47,48,34,10,27,6,1161,560,484,-12,100,0,13,9999,1,496,15,0,0,0,11.57024793,5,47,33,216.1,0,1,1,,100,,,,,,,,,,2,958.5,22201230711,1800,1,1,11,7,B,14,999,4歳上 GⅡ,23,16,4,1,109.4044597,0,60,0.2352941,1,47,0.2162162,7,50,0.1290323,5,113.331,0,3,0,16,1,8,0,0,3,49.6,8.269422,98.7,6.507941,97.6,98.7,98.7,0.6,1155689,100,,100
22201230711,14,7,0,16,16,16,16,79.62931739,16,26,36,16,-7,16,-5,16,35,16,1,1,1,26,16,50,50,41,47,44,43,30,39,21,101,97,7,38.27732,0.75,11,4,80,16,2012102157,1,22012120911,5,22010180411,12,22005090411,10,22003150610,14,22001180611,13,0,0,57,0,0,0,362.9,0.002204464,66.6,101.3,430.8,71.9,151.1,47.9,16,2,1156,0,0,31,37,34,10,46,10,1091,560,478,14,200,4,14,3,0,464,17,0,0,0,11.71548117,7,124,121,404.2,0,1,1,,100,,,,,,,,,,2,0,22201230711,1800,1,1,11,7,B,14,999,4歳上 GⅡ,23,16,4,1,109.4044597,0,60,0.2352941,1,47,0.2162162,7,50,0.1290323,5,113.331,0,3,0,16,1,8,0,0,3,49.6,8.269422,98.7,6.507941,97.6,98.7,98.7,0.6,1155689,100,,100
22201230712,16,8,0,5,1,1,4,88.02058033,1,54,52,1,10,3,11,3,48,6,13,13,8,51,6,51,48,51,47,70,73,66,74,66,91,84,8,34.35918,0.5625,13,4,85,10,2013105645,1,22111060912,8,22110230912,7,22110100912,5,22107110312,9,22106130709,2,22203050910,5,10,0,960,290,9.6,0.08333333,2.3,3.1,9.2,2.4,3.7,5.2,1,0,732,0,0,52,58,50,17,40,9,1028,570,540,10,0,8,8,6,1,530,16,-1.283605,85.42153774,149.9033,10.55555556,1,9,28,9,15,15,21,15,100,,,,,,,,,,2,115136.5,22201230712,1200,1,1,12,7,,14,10,4歳上2勝クラス,23,16,4,1,91.01491695,0,56,0.2352941,2,42,0.1538462,12,48,0.1269841,6,95.74612,0,3,0,16,1,8,0,0,1,51.3,5.907269,83.6,2.669689,83.2,83.6,83.6,0.6,743186.1,98,,100
22201230712,8,4,0,8,2,2,11,83.03733304,10,43,47,11,8,8,8,9,46,12,8,8,3,42,12,38,39,48,36,59,56,54,55,48,90,85,3,55.07706,0.625,5,2,78,15,2016100040,1,22201090712,5,22110230411,6,22110100412,3,22106200912,13,22104250912,6,22202050712,5,1,1,0,460,15.9,0.05031447,3.7,5.2,15.4,3.3,5.5,12.8,7,0,1166,0,0,56,54,46,74,26,6,1069,570,446,-2,0,11,9,14,1,448,16,-2.993775,77.67750474,133.0585,12.78026906,10,72,61,15.2,4,4,21,4,100,,,,,,,,,,2,32602.6,22201230712,1200,1,1,12,7,,14,10,4歳上2勝クラス,23,16,4,1,91.01491695,0,56,0.2352941,2,42,0.1538462,12,48,0.1269841,6,95.74612,0,3,0,16,1,8,0,0,1,51.3,5.907269,83.6,2.669689,83.2,83.6,83.6,0.6,743186.1,98,,100
22201230712,3,2,0,10,3,3,7,85.43217947,5,46,49,7,0,15,8,8,49,4,2,8,12,52,5,50,60,49,58,38,43,37,38,57,86,86,1,6.542832,0.6875,16,4,90,6,2017100614,1,22201100608,2,22111200312,11,22107100209,7,22106130107,4,22105090506,12,22202050712,3,1,2,0,820,41.2,0.01941748,6.6,9.5,33.7,6.1,11.5,15.1,9,0,1172,0,3,54,48,54,17,16,5,1125,540,462,-2,0,10,14,5,1,464,16,3.407997,89.69162904,0,11.68831169,6,130,87,32.5,8,8,21,8,100,,,,,,,,,,1,62829.4,22201230712,1200,1,1,12,7,,14,10,4歳上2勝クラス,23,16,4,1,91.01491695,0,56,0.2352941,2,42,0.1538462,12,48,0.1269841,6,95.74612,0,3,0,16,1,8,0,0,1,51.3,5.907269,83.6,2.669689,83.2,83.6,83.6,0.6,743186.1,98,,100
22201230712,4,2,0,3,4,4,6,84.89376004,7,48,50,5,9,5,7,10,48,8,10,5,8,50,8,58,62,51,61,37,47,40,42,55,85,82,11,48.09227,0.5,6,3,86,9,2017103143,1,22112260608,12,22112040607,4,22111070307,7,22110240407,5,22110170408,4,22202050712,15,3,9,0,0,6.3,0.1269841,1.9,2.5,6.4,2,2.8,7.1,2,0,1174,0,0,62,57,54,63,28,5,1094,570,468,-8,0,7,6,8,1,476,16,0.8294213,86.08016864,354.0957,12.17948718,2,6,151,6,7,7,21,7,100,,,,,,,,,,2,54708.8,22201230712,1200,1,1,12,7,,14,10,4歳上2勝クラス,23,16,4,1,91.01491695,0,56,0.2352941,2,42,0.1538462,12,48,0.1269841,6,95.74612,0,3,0,16,1,8,0,0,1,51.3,5.907269,83.6,2.669689,83.2,83.6,83.6,0.6,743186.1,98,,100
22201230712,5,3,0,1,5,5,2,86.19256352,3,56,49,6,11,1,12,2,48,7,15,15,8,51,6,50,60,49,58,24,47,29,40,60,88,85,3,86.21804,0.125,1,1,106,1,2017103418,2,22201090712,2,22109260712,3,22105290708,1,22105150707,13,22102071003,4,22205280712,2,1,1,0,0,3.4,0.2352941,1.5,1.9,3.2,1.6,2,9.9,3,0,1126,0,0,49,40,54,25,12,5,1111,550,442,4,0,8,4,6,1,438,16,18.277,106.2891214,0,12.44343891,14,3,99,3.1,10,10,21,10,100,,,,,,,,,,1,75797.3,22201230712,1200,1,1,12,7,,14,10,4歳上2勝クラス,23,16,4,1,91.01491695,0,56,0.2352941,2,42,0.1538462,12,48,0.1269841,6,95.74612,0,3,0,16,1,8,0,0,1,51.3,5.907269,83.6,2.669689,83.2,83.6,83.6,0.6,743186.1,98,,100
22201230712,7,4,0,15,6,6,13,77.96776093,16,42,46,14,7,10,10,5,46,14,7,12,3,42,12,50,51,39,48,52,58,50,56,29,77,82,11,57.75557,0.1875,4,2,94,4,2017104135,2,22112190609,1,22111014408,2,22106104408,3,22105204409,12,22012304408,14,22202260612,6,4,2,0,0,142.2,0.005625879,23.3,34,126.6,20.5,41.3,30.8,16,0,1190,0,4,32,46,46,74,12,5,1077,510,516,4,0,13,16,14,1,512,16,16.99879,94.56725668,0,9.88372093,6,92,178,101.2,1,1,21,1,100,,,,,,,,,,1,4902.7,22201230712,1200,1,1,12,7,,14,10,4歳上2勝クラス,23,16,4,1,91.01491695,0,56,0.2352941,2,42,0.1538462,12,48,0.1269841,6,95.74612,0,3,0,16,1,8,0,0,1,51.3,5.907269,83.6,2.669689,83.2,83.6,83.6,0.6,743186.1,98,,100
22201230712,15,8,0,2,7,7,12,83.31170508,8,42,48,9,4,12,7,11,47,10,5,5,6,46,10,32,55,50,51,24,43,30,36,49,91,85,3,40.02795,0.1875,11,4,83,11,2018100623,2,22201090712,14,22110100912,15,22109190707,6,22108291008,9,22107031009,11,22202190912,11,1,1,0,0,5.2,0.1538462,1.8,2.3,5.3,1.9,2.5,12.6,6,0,1018,0,0,41,54,50,17,14,4,425,540,472,-6,0,12,7,15,1,478,16,-0.6349828,83.15033557,193.0477,11.44067797,12,24,116,5,5,5,21,5,100,,,,,,,,,,1,35348,22201230712,1200,1,1,12,7,,14,10,4歳上2勝クラス,23,16,4,1,91.01491695,0,56,0.2352941,2,42,0.1538462,12,48,0.1269841,6,95.74612,0,3,0,16,1,8,0,0,1,51.3,5.907269,83.6,2.669689,83.2,83.6,83.6,0.6,743186.1,98,,100
22201230712,9,5,0,6,8,8,5,84.90987434,6,49,51,4,5,11,9,6,50,3,6,10,14,57,3,50,62,55,60,50,58,41,55,55,90,80,15,15.05345,0.6875,15,4,93,5,2018101657,1,22112190909,6,22111280908,10,22111060912,1,22110160908,10,22109175012,2,22202130912,9,4,14,0,0,13.8,0.05797101,3.1,4.3,15.7,3.6,5.9,10.2,4,0,1130,0,0,58,49,46,17,16,4,1040,560,504,2,0,10,9,14,1,502,15,2.961162,92.63591811,389.5179,11.11111111,2,70,138,15,7,7,21,7,100,,,,,,,,,,1,54939.7,22201230712,1200,1,1,12,7,,14,10,4歳上2勝クラス,23,16,4,1,91.01491695,0,56,0.2352941,2,42,0.1538462,12,48,0.1269841,6,95.74612,0,3,0,16,1,8,0,0,1,51.3,5.907269,83.6,2.669689,83.2,83.6,83.6,0.6,743186.1,98,,100
22201230712,1,1,0,9,9,9,3,85.66276825,4,56,51,3,11,2,11,4,51,2,15,13,15,61,1,33,43,32,37,62,60,52,59,58,87,85,3,43.26846,0.1875,9,3,87,8,2017100956,2,22201090712,16,22112110712,4,22105290712,6,22105150707,11,22103280706,9,22202050712,14,1,2,0,0,17.2,0.04651162,4.2,5.9,14.8,3.3,5.4,13.2,8,0,1032,0,0,61,57,54,63,15,5,1168,550,500,2,0,9,14,8,1,498,16,2.122382,87.29408459,0,11,3,23,47,14.5,9,9,21,9,100,,,,,,,,,,1,66570.4,22201230712,1200,1,1,12,7,,14,10,4歳上2勝クラス,23,16,4,1,91.01491695,0,56,0.2352941,2,42,0.1538462,12,48,0.1269841,6,95.74612,0,3,0,16,1,8,0,0,1,51.3,5.907269,83.6,2.669689,83.2,83.6,83.6,0.6,743186.1,98,,100
22201230712,12,6,0,16,10,10,14,83.14802181,9,41,45,15,9,6,6,13,45,15,10,3,2,40,15,42,40,45,38,52,57,52,56,48,85,80,15,46.12317,0.4375,7,3,81,13,2014104048,2,22112190909,5,22112040610,8,22110230912,2,22110100412,14,22107180312,2,22202190912,12,4,4,0,0,156.8,0.005102041,20.5,29.8,122.4,16.3,35.6,19.9,13,0,1034,0,0,49,27,50,63,37,8,1041,550,456,-6,0,13,14,17,1,462,15,-0.1095494,81.43250224,190.2013,12.06140351,1,47,180,101.8,4,4,21,4,100,,,,,,,,,,2,33690.2,22201230712,1200,1,1,12,7,,14,10,4歳上2勝クラス,23,16,4,1,91.01491695,0,56,0.2352941,2,42,0.1538462,12,48,0.1269841,6,95.74612,0,3,0,16,1,8,0,0,1,51.3,5.907269,83.6,2.669689,83.2,83.6,83.6,0.6,743186.1,98,,100
22201230712,6,3,0,12,11,11,9,82.30167124,13,45,49,8,3,13,7,12,49,5,4,5,12,54,4,52,63,59,61,38,51,45,47,45,88,84,8,36.16835,0.9375,12,4,73,16,2017102901,1,22112250912,9,22110230512,7,22105290712,14,22104250912,15,22012200912,12,22204030907,11,3,1,0,0,57.8,0.01384083,10.2,14.7,52.7,9.5,18.2,25.2,14,0,1037,0,0,57,45,46,17,12,5,1139,570,498,8,-200,15,15,16,1,490,16,-4.062634,72.89044214,0,11.44578313,8,85,141,44.6,4,4,21,4,100,,,,,,,,,,2,26028.1,22201230712,1200,1,1,12,7,,14,10,4歳上2勝クラス,23,16,4,1,91.01491695,0,56,0.2352941,2,42,0.1538462,12,48,0.1269841,6,95.74612,0,3,0,16,1,8,0,0,1,51.3,5.907269,83.6,2.669689,83.2,83.6,83.6,0.6,743186.1,98,,100
22201230712,2,1,0,7,12,12,10,81.96351374,14,44,46,13,9,7,9,7,46,13,10,10,3,42,12,34,54,37,49,40,49,45,46,44,86,82,11,42.51135,0.6875,10,3,100,2,2017100573,1,22112280610,5,22111200507,7,22106260509,15,22106120510,15,22105080512,10,22202260612,12,3,2,0,0,14.7,0.05442177,3.4,4.8,15.1,3.4,5.7,15.5,11,0,1180,0,0,49,42,54,63,12,5,1100,570,476,-2,0,7,12,6,1,478,16,16.42065,100.0441992,0,11.97478992,5,18,184,14,3,3,21,3,100,,,,,,,,,,2,23365.1,22201230712,1200,1,1,12,7,,14,10,4歳上2勝クラス,23,16,4,1,91.01491695,0,56,0.2352941,2,42,0.1538462,12,48,0.1269841,6,95.74612,0,3,0,16,1,8,0,0,1,51.3,5.907269,83.6,2.669689,83.2,83.6,83.6,0.6,743186.1,98,,100
22201230712,14,7,0,14,13,13,15,82.61059765,12,40,47,12,1,14,4,15,47,11,3,2,6,44,11,51,55,35,51,61,58,53,58,46,86,83,10,25.44517,0.1875,14,4,83,11,2015103867,1,22112280909,12,22112190609,13,22110230512,16,22109190609,1,22106050512,8,22202060712,1,3,4,0,0,131.9,0.006065201,18.3,26.6,122.7,17.6,37.3,15.5,10,0,1147,0,0,48,39,50,17,39,7,1109,570,502,2,0,8,13,12,1,500,13,0.7475847,83.06441661,196.0318,11.35458167,0,110,139,106.4,4,4,21,4,100,,,,,,,,,,2,28654.2,22201230712,1200,1,1,12,7,,14,10,4歳上2勝クラス,23,16,4,1,91.01491695,0,56,0.2352941,2,42,0.1538462,12,48,0.1269841,6,95.74612,0,3,0,16,1,8,0,0,1,51.3,5.907269,83.6,2.669689,83.2,83.6,83.6,0.6,743186.1,98,,100
22201230712,13,7,0,11,14,14,8,83.01299076,11,46,48,10,8,9,6,14,48,9,8,3,8,49,9,63,61,52,60,24,47,29,40,48,88,85,3,45.45886,0.6875,8,3,100,2,2016105718,2,22201050608,7,22110230411,8,22110020612,4,22108210401,7,22105230404,7,22203270712,3,2,1,0,0,50.2,0.01593626,7.7,11.1,51.9,8,15.8,17.8,12,0,1144,0,0,64,54,50,63,33,6,380,550,448,-6,0,12,13,15,1,454,16,10.17333,99.84998273,257.7332,12.27678571,10,37,192,49.3,4,4,21,4,100,,,,,,,,,,1,32367,22201230712,1200,1,1,12,7,,14,10,4歳上2勝クラス,23,16,4,1,91.01491695,0,56,0.2352941,2,42,0.1538462,12,48,0.1269841,6,95.74612,0,3,0,16,1,8,0,0,1,51.3,5.907269,83.6,2.669689,83.2,83.6,83.6,0.6,743186.1,98,,100
22201230712,11,6,0,4,15,15,1,86.84447471,2,57,51,2,10,4,14,1,51,1,13,16,15,61,1,48,51,55,50,45,48,43,45,62,86,86,1,64.65067,0.9375,3,2,88,7,2018103684,1,22201080709,8,22112260912,10,22111130508,7,22110300908,1,22110090908,8,22203270608,7,1,5,0,0,6.5,0.1230769,2.5,3.4,7.4,2.5,3.5,12.3,5,0,1163,0,0,60,67,46,74,11,4,1075,560,466,6,0,10,5,9,0,460,14,1.488336,87.78511898,260.2278,12.01716738,1,22,2,6.7,12,12,21,12,100,,,,,,,,,,1,88430,22201230712,1200,1,1,12,7,,14,10,4歳上2勝クラス,23,16,4,1,91.01491695,0,56,0.2352941,2,42,0.1538462,12,48,0.1269841,6,95.74612,0,3,0,16,1,8,0,0,1,51.3,5.907269,83.6,2.669689,83.2,83.6,83.6,0.6,743186.1,98,,100
22201230712,10,5,0,13,16,16,16,79.0026111,15,33,43,16,-1,16,0,16,42,16,1,1,1,34,16,32,55,50,51,22,25,26,19,33,84,82,11,77.87672,0.0625,2,2,79,14,2017103411,1,22112260608,11,22103140712,10,22102211012,6,22101301003,5,22101171003,5,22203060612,3,3,1,0,0,66.6,0.01201201,11.3,16.4,61.8,10.8,20.8,28.2,15,0,5243,0,0,57,45,46,74,16,5,1077,570,498,6,0,14,16,15,1,492,16,0,0,0,11.44578313,40,82,178,54.1,1,1,21,1,100,,,,,,,,,,2,7816.1,22201230712,1200,1,1,12,7,,14,10,4歳上2勝クラス,23,16,4,1,91.01491695,0,56,0.2352941,2,42,0.1538462,12,48,0.1269841,6,95.74612,0,3,0,16,1,8,0,0,1,51.3,5.907269,83.6,2.669689,83.2,83.6,83.6,0.6,743186.1,98,,100
22201231001,3,3,0,4,1,1,7,51.79749132,11,39,45,9,-3,12,2,6,45,6,2,9,9,47,4,52,62,55,60,52,50,60,50,47,57,47,11,76.76083,0.07142857,3,2,26,13,2019104604,2,22110100901,1,22108221002,7,22107040305,2,0,0,0,0,22204170905,13,14,0,840,290,8.4,0.0952381,1.8,3.4,8.6,2,3.2,23.8,11,0,1116,0,0,38,59,49,80,3,3,1148,540,478,16,-100,6,3,31,1,462,9,-18.86377,26.03055668,0,11.29707113,6,25,23,7.6,0,1,39,1,75,,,,,,,,,,1,4972.7,22201231001,1700,1,1,1,10,,12,703,3歳 未勝利,24,14,3,2,70.26073308,0,51,0.3809524,3,57,0.1777778,2,61,0.1777778,1,72.42383,0,4,0,14,1,4,0,0,3,46.2,7.213007,54.9,10.84392,50,54.9,57.4,0.7,1059999,104,,51.7
22201231001,4,3,0,5,2,2,5,56.3725827,8,40,45,7,2,6,1,7,44,7,9,7,8,45,7,35,51,49,47,35,45,45,41,51,48,47,11,69.23077,0.3571429,5,3,56,7,2019101930,2,22108080205,9,0,0,0,0,0,0,0,0,22202131001,1,23,0,0,540,15.6,0.05128205,3.2,6.6,13.7,2.5,4.6,30.8,13,0,1091,0,0,59,52,49,84,1,3,1084,540,474,10,-100,8,4,7,0,464,13,0,0,0,11.39240506,0,34,129,13.1,3,3,39,3,25,,,,,,,,,,2,28320.8,22201231001,1700,1,1,1,10,,12,703,3歳 未勝利,24,14,3,2,70.26073308,0,51,0.3809524,3,57,0.1777778,2,61,0.1777778,1,72.42383,0,4,0,14,1,4,0,0,3,46.2,7.213007,54.9,10.84392,50,54.9,57.4,0.7,1059999,104,,51.7
22201231001,13,8,0,3,3,3,1,66.57332409,1,61,51,2,15,1,12,1,52,1,14,14,14,63,1,43,56,48,53,55,63,52,61,61,63,67,1,81.06584,0.3571429,2,1,70,3,2019103813,2,22109260703,8,22109041001,2,22108151005,13,0,0,0,0,22202131001,6,16,0,0,250,4.5,0.1777778,1.5,2.8,4.5,1.5,2,18.8,9,0,1157,0,0,45,59,33,10,3,3,1033,540,494,-12,100,10,4,9,0,506,12,2.30449,70.31351189,129.3861,10.93117409,2,14,101,4.3,27,27,39,27,75,,,,,,,,,,1,288372,22201231001,1700,1,1,1,10,,12,703,3歳 未勝利,24,14,3,2,70.26073308,0,51,0.3809524,3,57,0.1777778,2,61,0.1777778,1,72.42383,0,4,0,14,1,4,0,0,3,46.2,7.213007,54.9,10.84392,50,54.9,57.4,0.7,1059999,104,,51.7
22201231001,1,1,0,2,4,4,2,66.55233907,2,57,52,1,10,2,5,2,48,2,13,13,13,59,2,44,55,47,52,52,51,50,50,61,69,50,7,74.09129,0.1428571,4,2,78,2,2019104720,2,22112120701,9,22111210302,11,22110100405,16,0,0,0,0,22202164309,11,5,3,0,0,4.5,0.1777778,1.3,2.2,4.4,1.4,1.8,5.8,2,0,1181,0,1,40,55,49,80,3,3,1129,530,434,-6,-100,3,9,3,1,440,14,9.7881,77.92972995,156.3301,12.21198157,2,28,69,4.3,27,27,39,27,75,,,,,,,,,,1,287328.9,22201231001,1700,1,1,1,10,,12,703,3歳 未勝利,24,14,3,2,70.26073308,0,51,0.3809524,3,57,0.1777778,2,61,0.1777778,1,72.42383,0,4,0,14,1,4,0,0,3,46.2,7.213007,54.9,10.84392,50,54.9,57.4,0.7,1059999,104,,51.7
22201231001,10,6,0,11,5,5,9,54.59514928,9,38,45,8,1,7,0,10,43,10,8,5,3,39,9,46,58,49,55,26,37,34,31,50,54,51,5,36.26035,0.7142857,9,3,57,6,2019104794,2,22201100703,8,22112180906,10,0,0,0,0,0,0,22207160202,4,1,2,0,0,92.4,0.008658009,8.3,17.9,75,7.5,17.7,12.4,7,0,1182,0,1,54,60,64,84,2,3,1095,530,406,0,300,8,10,19,1,406,15,2.190326,57.12654744,0,13.05418719,2,26,73,66.1,1,1,39,1,50,,,,,,,,,,2,15707.9,22201231001,1700,1,1,1,10,,12,703,3歳 未勝利,24,14,3,2,70.26073308,0,51,0.3809524,3,57,0.1777778,2,61,0.1777778,1,72.42383,0,4,0,14,1,4,0,0,3,46.2,7.213007,54.9,10.84392,50,54.9,57.4,0.7,1059999,104,,51.7
22201231001,14,8,0,1,6,6,3,64.79845993,3,51,48,4,5,3,2,4,43,8,12,9,3,41,8,67,57,64,59,59,67,55,66,59,68,46,13,69.12758,0.3571429,6,3,85,1,2019106340,2,22111130302,10,22110300402,8,22110100403,4,22108080201,14,22106270506,8,22202061001,13,9,0,0,0,2.1,0.3809524,1.1,1.1,2.2,1.2,1.4,3.4,1,0,1178,0,0,45,53,33,84,5,3,1069,540,442,6,0,2,1,4,1,436,15,10.87913,85.19878928,224.7142,12.21719457,1,36,61,2.1,20,20,39,20,100,,,,,,,,,,2,209666.9,22201231001,1700,1,1,1,10,,12,703,3歳 未勝利,24,14,3,2,70.26073308,0,51,0.3809524,3,57,0.1777778,2,61,0.1777778,1,72.42383,0,4,0,14,1,4,0,0,3,46.2,7.213007,54.9,10.84392,50,54.9,57.4,0.7,1059999,104,,51.7
