出走馬T.競走コード,馬番,枠番,異常区分コード,単勝人気,入線順位,確定着順,馬券評価順位,予想タイム指数,予想タイム指数順位,得点,デフォルト得点,デフォルト得点順位,得点V1,得点V1順位,得点V2,得点V2順位,得点V3,得点V3順位,得点V1順位逆数,得点V2順位逆数,得点V3順位逆数,三連単用得点,三連単用馬券評価順位,血統距離評価,血統トラック評価,血統成長力評価,血統総合評価,血統距離評価B,血統トラック評価B,血統成長力評価B,血統総合評価B,予想タイム偏差値,過去5走最高タイム指数,前走レースレベル,前走レースレベル順位,先行指数,先行率,先行指数順位,予想展開,予想タイム指数回帰推定値,予想タイム指数回帰推定値順位,血統登録番号,性別コード,近走競走コード1,近走馬番1,近走競走コード2,近走馬番2,近走競走コード3,近走馬番3,近走競走コード4,近走馬番4,近走競走コード5,近走馬番5,次走競走コード,次走馬番,休養週数,休養後出走回数,単勝配当,複勝配当,単勝オッズ,単勝支持率,複勝オッズ1,複勝オッズ2,単勝推定オッズ,複勝推定オッズ,連対推定オッズ,予想オッズ,予想人気,クラス変動,騎手コード,騎手所属場コード,見習区分,騎手評価,調教師評価,枠順評価,脚質評価,キャリア,馬齢,調教師コード,負担重量,馬体重,馬体重増減,距離増減,前走着順,前走人気,前走着差,前走トラック種別コード,前走馬体重,前走頭数,タイム指数上昇係数,タイム指数回帰推定値,タイム指数回帰標準偏差,斤量比,前走休養週数,騎手ランキング,調教師ランキング,馬単合成オッズ,過程値a,過程値b,調節値,勝率,充足率,父繁殖登録番号,母繁殖登録番号,父繁殖馬生年,母繁殖馬生年,父出産年齢,母出産年齢,母血統登録番号,母平地収得賞金累計,母評価,馬番判定,過程値,レースT.競走コード,距離,トラック種別コード,主催者コード,競走番号,場コード,グレードコード,競走種別コード,競走条件コード,競走条件名称,トラックコード,頭数,天候コード,馬場状態コード,予想勝ち指数,初出走頭数,人気馬得点1,人気馬支持率1,人気馬馬券評価順位1,人気馬得点2,人気馬支持率2,人気馬馬券評価順位2,人気馬得点3,人気馬支持率3,人気馬馬券評価順位3,予想決着指数,投票フラグ,波乱度,タイム指数誤差,登録頭数,回次,日次,タイム指数FB補正量,タイム指数FB頭数,一番人気予想展開,平均得点,得点標準偏差,平均予想タイム指数,予想タイム標準偏差,レースレベル,予想タイム指数平均値a,予想タイム指数平均値b,最低勝率,過程値合計,過程値b合計,勝率標準偏差,レース充足率
22202131005,6,6,0,4,3,3,2,70.26103246,2,54,52,1,1,6,-4,8,49,1,5,3,11,57,1,43,54,51,52,68,60,63,61,61,73,56,5,41.82758,0.7272727,6,3,82,2,2019104983,1,22201231007,8,22112280906,4,22110090905,10,0,0,0,0,22203060905,9,2,2,0,150,5.9,0.1355932,1.5,2.3,5.6,1.6,2.3,7.4,3,0,1093,0,0,55,58,39,90,3,3,1092,560,510,0,0,2,5,3,0,510,14,8.983815,82.10218865,162.2786,10.98039216,3,18,42,5.1,22,22,9,,75,,,,,,,,,,2,200515.3,22202131005,2000,0,1,5,10,,12,703,3歳 未勝利,17,11,4,2,74.32694215,0,46,0.2857143,4,56,0.2285714,1,36,0.173913,7,77.10753,0,3,0,11,2,2,0,0,2,46.6,7.486959,63.1,6.441244,55.6,63.1,63.1,0.9,889926.2,101,,54.5
22202131005,7,6,0,2,4,4,1,71.17580668,1,56,51,2,9,1,-1,4,45,4,11,7,8,53,3,52,56,38,52,48,66,40,62,62,69,52,7,81.25,0.6363636,2,1,71,5,2019100154,1,22201231005,9,0,0,0,0,0,0,0,0,22205140703,12,2,1,0,0,3.5,0.2285714,1.4,2.1,3.8,1.4,1.8,3.1,1,0,1144,0,0,59,43,39,10,1,3,1155,560,492,-10,200,3,1,2,0,502,16,0,0,0,11.38211382,0,34,80,3.7,27,27,9,27,25,,,,,,,,,,1,237501.5,22202131005,2000,0,1,5,10,,12,703,3歳 未勝利,17,11,4,2,74.32694215,0,46,0.2857143,4,56,0.2285714,1,36,0.173913,7,77.10753,0,3,0,11,2,2,0,0,2,46.6,7.486959,63.1,6.441244,55.6,63.1,63.1,0.9,889926.2,101,,54.5
22202131005,9,7,0,7,5,5,6,63.66150717,6,42,46,6,2,4,-1,5,44,6,7,7,6,46,6,53,63,58,62,40,60,56,57,51,61,57,3,62.6312,0.2727273,4,3,60,7,2019100792,1,22201230605,7,22108150105,6,22108150105,6,0,0,0,0,22202271006,1,2,1,0,0,28.8,0.02777778,4.5,7.6,26.1,3.6,7.7,11.7,5,0,1091,0,0,59,45,50,90,2,3,1010,560,450,-2,-200,5,4,11,0,452,11,-1.542697,59.92634423,0,12.44444444,22,32,127,24.1,5,5,9,,50,,,,,,,,,,1,44959.9,22202131005,2000,0,1,5,10,,12,703,3歳 未勝利,17,11,4,2,74.32694215,0,46,0.2857143,4,56,0.2285714,1,36,0.173913,7,77.10753,0,3,0,11,2,2,0,0,2,46.6,7.486959,63.1,6.441244,55.6,63.1,63.1,0.9,889926.2,101,,54.5
22202131005,4,4,0,5,6,6,9,67.24611347,4,35,43,8,-7,11,-5,10,42,7,1,2,4,38,8,44,50,40,47,50,59,35,55,56,65,61,2,29.26096,0.3636364,9,4,72,4,2019103888,1,22112180907,1,22112040905,6,0,0,0,0,0,0,22203060905,2,7,2,0,0,9.6,0.08333333,1.7,2.7,9.7,2,3.5,14.1,8,0,1186,0,3,33,44,39,35,2,3,1184,530,456,8,0,4,7,4,0,448,10,4.793202,72.57529571,0,11.62280702,1,46,144,8.6,12,12,9,,50,,,,,,,,,,2,108426.2,22202131005,2000,0,1,5,10,,12,703,3歳 未勝利,17,11,4,2,74.32694215,0,46,0.2857143,4,56,0.2285714,1,36,0.173913,7,77.10753,0,3,0,11,2,2,0,0,2,46.6,7.486959,63.1,6.441244,55.6,63.1,63.1,0.9,889926.2,101,,54.5
22202131005,1,1,0,6,7,7,3,63.22896718,7,47,47,4,6,2,3,2,46,3,10,10,9,53,3,44,50,40,47,57,62,54,61,50,61,50,11,83.33334,0.9090909,1,1,63,6,2019102757,1,22201300706,5,0,0,0,0,0,0,0,0,22204090904,13,1,1,0,0,21.6,0.03703704,3.7,6.2,17.9,2.8,5.4,13.8,6,0,1115,0,0,36,44,60,10,1,3,1149,560,468,0,0,6,9,8,0,468,18,0,0,0,11.96581197,0,29,52,16.5,4,4,9,,25,,,,,,,,,,1,39851.2,22202131005,2000,0,1,5,10,,12,703,3歳 未勝利,17,11,4,2,74.32694215,0,46,0.2857143,4,56,0.2285714,1,36,0.173913,7,77.10753,0,3,0,11,2,2,0,0,2,46.6,7.486959,63.1,6.441244,55.6,63.1,63.1,0.9,889926.2,101,,54.5
22202131005,5,5,0,9,8,8,8,57.08464095,10,36,41,10,2,5,2,3,41,9,7,9,3,38,8,60,64,41,62,52,65,48,62,41,58,53,6,38.07006,1,7,3,58,8,2019106460,1,22201150605,3,22112280604,12,22112120606,11,22111200303,3,22110310505,11,22202191006,4,3,5,0,0,87.4,0.009153318,10,17.2,95,9.7,24.3,18.7,9,0,1184,0,3,27,46,39,90,5,3,1024,530,430,0,0,7,9,13,0,430,13,0.7395537,57.87814263,170.9363,12.3255814,2,60,84,87.2,0,1,9,,100,,,,,,,,,,1,4064.6,22202131005,2000,0,1,5,10,,12,703,3歳 未勝利,17,11,4,2,74.32694215,0,46,0.2857143,4,56,0.2285714,1,36,0.173913,7,77.10753,0,3,0,11,2,2,0,0,2,46.6,7.486959,63.1,6.441244,55.6,63.1,63.1,0.9,889926.2,101,,54.5
22202131005,3,3,0,8,9,9,10,58.36469283,9,35,44,7,-4,8,-3,7,42,8,4,5,4,39,7,52,56,38,52,40,61,35,56,43,57,52,7,37.5,0.1818182,8,4,58,8,2019106617,1,22201231005,10,0,0,0,0,0,0,0,0,22203200903,8,2,1,0,0,44,0.01818182,7.3,12.5,41,5,11.7,13.8,7,0,1154,0,0,46,50,60,35,1,3,1072,560,518,-2,200,6,5,13,0,520,16,0,0,0,10.81081081,0,31,93,40.4,1,1,9,,25,,,,,,,,,,1,7367.5,22202131005,2000,0,1,5,10,,12,703,3歳 未勝利,17,11,4,2,74.32694215,0,46,0.2857143,4,56,0.2285714,1,36,0.173913,7,77.10753,0,3,0,11,2,2,0,0,2,46.6,7.486959,63.1,6.441244,55.6,63.1,63.1,0.9,889926.2,101,,54.5
22202131005,2,2,0,10,10,10,5,58.89264871,8,45,47,5,3,3,5,1,47,2,9,11,10,54,2,35,51,28,44,40,61,35,56,43,59,64,1,58.14051,0.5454546,5,3,53,10,2019104449,2,22111270903,18,22111060302,2,22108290101,7,22107180205,8,0,0,22203144608,4,10,0,0,0,142.2,0.005625879,20.2,34.9,121.6,12.6,32.3,24.5,10,0,1168,0,0,56,48,60,90,4,3,1161,540,450,0,400,17,14,20,0,450,18,-4.470684,52.85057944,86.19885,12,2,37,34,124,1,1,9,,100,,,,,,,,,,2,9196,22202131005,2000,0,1,5,10,,12,703,3歳 未勝利,17,11,4,2,74.32694215,0,46,0.2857143,4,56,0.2285714,1,36,0.173913,7,77.10753,0,3,0,11,2,2,0,0,2,46.6,7.486959,63.1,6.441244,55.6,63.1,63.1,0.9,889926.2,101,,54.5
22202131005,11,8,0,11,11,11,11,50.48503745,11,28,40,11,-5,9,-6,11,39,11,3,1,1,31,11,57,60,63,60,50,60,41,56,30,50,52,7,6.25,0.09090909,11,4,50,11,2019103639,3,22201231005,15,0,0,0,0,0,0,0,0,22204300901,11,2,1,0,0,196.7,0.004067107,41.3,71.3,237.4,24.9,64.7,25.9,11,0,5243,0,0,53,39,50,35,1,3,1041,560,492,-4,200,10,16,19,0,496,16,0,0,0,11.38211382,0,81,179,219.5,0,1,9,,25,,,,,,,,,,1,3.6,22202131005,2000,0,1,5,10,,12,703,3歳 未勝利,17,11,4,2,74.32694215,0,46,0.2857143,4,56,0.2285714,1,36,0.173913,7,77.10753,0,3,0,11,2,2,0,0,2,46.6,7.486959,63.1,6.441244,55.6,63.1,63.1,0.9,889926.2,101,,54.5
22202131006,12,6,0,1,1,1,2,85.55272637,2,56,51,2,13,1,9,6,47,5,18,12,12,54,4,53,55,48,53,22,52,28,44,67,91,76,11,62.84425,0.5555556,5,2,79,7,2017105252,2,22201221012,16,22111200308,10,22111060312,1,22108290109,15,22108070212,11,22205140411,7,2,1,270,150,2.7,0.2962963,1.3,1.5,2.8,1.6,1.9,4.4,1,0,1140,0,0,43,68,39,78,14,5,1164,550,484,0,0,3,1,1,0,484,18,-2.11433,78.99918067,179.8636,11.36363636,8,9,23,2.7,19,19,21,19,100,,,,,,,,,,2,196441.5,22202131006,1200,0,1,6,10,,14,5,4歳上1勝クラス,17,18,4,2,89.29702934,0,56,0.2962963,2,55,0.1454545,3,60,0.1126761,1,92.90017,0,3,0,18,2,2,0,0,2,48.6,7.569288,78.5,4.071563,78.5,78.5,78.5,0.5,1051744,98,,100
22202131006,8,4,0,13,2,2,11,75.67445405,14,40,43,14,7,6,10,5,43,14,13,14,4,40,12,50,60,53,58,20,66,26,56,43,82,77,8,49.12294,0.7777778,10,3,71,14,2017101767,1,22112110912,2,22110300408,14,22108184807,10,22108044803,10,22104214805,9,22202261009,18,8,0,0,1200,53.4,0.01498127,10.9,16.8,52.2,9.5,17.5,17.2,9,0,1179,0,0,58,53,39,83,12,5,1120,570,460,0,0,13,9,15,1,460,13,-2.038094,71.20141049,123.3744,12.39130435,5,13,108,53.8,1,1,21,1,100,,,,,,,,,,2,15592.1,22202131006,1200,0,1,6,10,,14,5,4歳上1勝クラス,17,18,4,2,89.29702934,0,56,0.2962963,2,55,0.1454545,3,60,0.1126761,1,92.90017,0,3,0,18,2,2,0,0,2,48.6,7.569288,78.5,4.071563,78.5,78.5,78.5,0.5,1051744,98,,100
22202131006,5,3,0,8,3,3,5,81.83157131,4,52,48,6,6,7,6,12,47,6,12,6,12,51,6,61,60,55,59,58,60,57,59,58,82,77,8,70.85995,0.1111111,3,2,84,3,2017103309,2,22201301008,2,22201090607,4,22110075012,3,22109155006,1,22108275003,4,22202271008,2,1,2,0,430,22.2,0.03603603,3.8,5.6,16.2,3.5,5.6,13.9,7,0,1177,0,3,21,45,41,78,23,5,1077,520,474,6,0,3,11,1,0,468,12,4.863481,84.55909441,260.7048,10.97046414,2,67,184,15.5,8,8,21,8,100,,,,,,,,,,1,90230.1,22202131006,1200,0,1,6,10,,14,5,4歳上1勝クラス,17,18,4,2,89.29702934,0,56,0.2962963,2,55,0.1454545,3,60,0.1126761,1,92.90017,0,3,0,18,2,2,0,0,2,48.6,7.569288,78.5,4.071563,78.5,78.5,78.5,0.5,1051744,98,,100
22202131006,6,3,0,17,4,4,16,76.64216249,12,34,42,16,-1,16,5,14,42,16,1,4,3,36,16,47,55,43,52,36,67,36,61,45,78,80,1,34.36174,0.1111111,15,4,77,9,2018106809,1,22112110708,12,22105220410,2,22105020410,3,22104110906,2,22103280606,3,22202201012,8,8,0,0,0,245.9,0.003253355,25.8,40.2,148.3,24.1,47.4,30.8,14,0,1143,0,0,45,41,41,37,8,4,1127,570,468,8,0,12,16,9,0,460,18,0,0,0,12.17948718,28,128,36,133.3,2,2,21,2,100,,,,,,,,,,2,21736.2,22202131006,1200,0,1,6,10,,14,5,4歳上1勝クラス,17,18,4,2,89.29702934,0,56,0.2962963,2,55,0.1454545,3,60,0.1126761,1,92.90017,0,3,0,18,2,2,0,0,2,48.6,7.569288,78.5,4.071563,78.5,78.5,78.5,0.5,1051744,98,,100
22202131006,3,2,0,15,5,5,8,80.24729605,7,46,47,8,7,5,10,4,47,7,13,14,12,51,6,51,71,49,68,59,60,58,60,54,82,74,14,54.76543,0.05555556,8,3,75,12,2017101756,2,22111070308,10,22110240409,9,22110090408,15,22107181008,6,22105090407,9,22205140407,10,13,0,0,0,93.2,0.008583691,10.2,15.7,58,9.5,17.6,21.3,11,0,1191,0,3,30,51,41,83,19,5,1149,520,414,-2,0,7,6,7,0,416,16,-2.307257,75.48467388,130.3731,12.56038647,1,50,52,65.1,6,6,21,6,100,,,,,,,,,,1,61492.7,22202131006,1200,0,1,6,10,,14,5,4歳上1勝クラス,17,18,4,2,89.29702934,0,56,0.2962963,2,55,0.1454545,3,60,0.1126761,1,92.90017,0,3,0,18,2,2,0,0,2,48.6,7.569288,78.5,4.071563,78.5,78.5,78.5,0.5,1051744,98,,100
22202131006,10,5,0,11,6,6,14,79.60947245,9,38,45,11,-1,15,7,10,44,11,1,9,8,43,11,40,48,41,44,49,66,53,64,53,83,80,1,39.73277,0.2777778,13,4,80,6,2017104258,2,22111200308,7,22111130309,12,22111060308,9,22109190612,7,22108280412,9,22202261012,12,11,0,0,0,40.4,0.01980198,5.7,8.7,34.4,5.9,11,11.6,5,0,1025,0,0,55,33,39,37,19,5,1109,550,476,8,0,6,15,4,0,468,16,-0.06863042,79.85367507,232.5744,11.55462185,0,49,152,31.8,5,5,21,5,100,,,,,,,,,,2,52119.1,22202131006,1200,0,1,6,10,,14,5,4歳上1勝クラス,17,18,4,2,89.29702934,0,56,0.2962963,2,55,0.1454545,3,60,0.1126761,1,92.90017,0,3,0,18,2,2,0,0,2,48.6,7.569288,78.5,4.071563,78.5,78.5,78.5,0.5,1051744,98,,100
22202131006,1,1,0,7,7,7,9,77.54675633,11,43,45,12,5,9,6,13,43,13,10,6,4,40,12,58,60,51,58,30,61,36,54,48,83,64,17,51.67361,0.6666667,9,3,74,13,2018106391,1,22112095011,10,22111185010,1,22110285012,6,22109041003,12,22108281004,14,22205124709,6,9,0,0,0,17.3,0.04624278,3.2,4.8,14.3,3.4,5.3,7.6,2,0,1115,0,0,35,46,41,83,13,4,1049,570,446,-2,-200,1,2,-6,1,448,11,-0.649667,74.18212447,214.3737,12.78026906,2,29,32,13.7,3,3,21,3,100,,,,,,,,,,1,28974.1,22202131006,1200,0,1,6,10,,14,5,4歳上1勝クラス,17,18,4,2,89.29702934,0,56,0.2962963,2,55,0.1454545,3,60,0.1126761,1,92.90017,0,3,0,18,2,2,0,0,2,48.6,7.569288,78.5,4.071563,78.5,78.5,78.5,0.5,1051744,98,,100
22202131006,4,2,0,3,8,8,1,85.66348378,1,60,51,1,12,2,6,11,50,2,16,6,16,59,2,33,57,34,51,43,60,43,56,68,89,79,3,47.45958,0.7222222,12,3,101,1,2018102077,1,22112180707,18,22112040707,13,22110160409,12,22106050708,12,22105090705,1,22204020906,15,7,3,0,0,7.1,0.1126761,2.3,3.4,7.1,2.2,3,9.6,4,0,1168,0,0,55,31,41,83,17,4,1181,570,484,8,-200,3,9,4,0,476,18,9.659393,100.8893702,196.9803,11.7768595,1,37,120,6.7,19,19,21,19,100,,,,,,,,,,2,200608.1,22202131006,1200,0,1,6,10,,14,5,4歳上1勝クラス,17,18,4,2,89.29702934,0,56,0.2962963,2,55,0.1454545,3,60,0.1126761,1,92.90017,0,3,0,18,2,2,0,0,2,48.6,7.569288,78.5,4.071563,78.5,78.5,78.5,0.5,1051744,98,,100
22202131006,9,5,0,2,9,9,3,82.25932029,3,55,48,5,8,4,13,1,46,8,15,18,9,49,8,68,60,50,60,55,60,41,57,59,82,79,3,87.85625,0.3888889,1,1,83,4,2018100047,1,22201231009,13,22112250609,15,22112190706,9,22111200302,15,22110073011,2,22210020606,1,2,9,0,0,5.5,0.1454545,2,2.7,6.9,2.4,3.2,9.4,3,0,1181,0,1,44,50,39,10,11,4,436,560,510,-2,0,7,1,3,0,512,16,1.853477,82.76186302,392.9383,10.98039216,3,30,77,5.7,9,9,21,9,100,,,,,,,,,,1,99473,22202131006,1200,0,1,6,10,,14,5,4歳上1勝クラス,17,18,4,2,89.29702934,0,56,0.2962963,2,55,0.1454545,3,60,0.1126761,1,92.90017,0,3,0,18,2,2,0,0,2,48.6,7.569288,78.5,4.071563,78.5,78.5,78.5,0.5,1051744,98,,100
22202131006,13,7,0,5,10,10,4,79.74799768,8,55,50,4,12,3,12,2,51,1,16,17,18,62,1,56,57,50,55,45,60,43,56,53,84,76,11,48.65133,0.5555556,11,3,76,10,2017103868,1,22201080712,13,22112180706,7,22110310409,3,22110170408,11,22107250408,5,22205140412,1,4,4,0,0,10.8,0.07407407,3.6,5.4,12.2,3.3,4.9,14.4,8,0,1166,0,0,63,65,68,83,18,5,1180,570,460,-6,0,12,4,12,1,466,16,-1.474178,75.93566091,174.1499,12.39130435,2,66,97,11.3,5,5,21,5,100,,,,,,,,,,1,54056.9,22202131006,1200,0,1,6,10,,14,5,4歳上1勝クラス,17,18,4,2,89.29702934,0,56,0.2962963,2,55,0.1454545,3,60,0.1126761,1,92.90017,0,3,0,18,2,2,0,0,2,48.6,7.569288,78.5,4.071563,78.5,78.5,78.5,0.5,1051744,98,,100
22202131006,2,1,0,14,11,11,12,77.84883996,10,39,44,13,3,10,1,18,43,12,9,1,4,39,14,50,60,53,58,45,67,41,62,48,84,74,14,63.86767,0.1111111,4,2,69,18,2017105132,2,22201291012,6,22201151012,15,22110300408,9,22110090408,8,22109050412,10,22202261012,1,1,2,0,0,56.3,0.01420959,7.9,12.2,38.6,6.4,11.7,25.3,12,0,1184,0,3,35,24,41,78,31,5,437,520,408,2,0,3,16,2,0,406,16,-2.07357,69.41677909,234.5953,12.74509804,1,60,178,41,3,3,21,3,100,,,,,,,,,,2,31752.2,22202131006,1200,0,1,6,10,,14,5,4歳上1勝クラス,17,18,4,2,89.29702934,0,56,0.2962963,2,55,0.1454545,3,60,0.1126761,1,92.90017,0,3,0,18,2,2,0,0,2,48.6,7.569288,78.5,4.071563,78.5,78.5,78.5,0.5,1051744,98,,100
22202131006,18,8,0,10,12,12,10,70.97618375,18,43,46,10,2,11,3,16,46,10,8,3,9,46,9,33,55,28,48,42,59,48,55,32,86,62,18,71.40806,0.5,2,2,71,14,2018104780,1,22108174810,8,22107110202,8,22106120101,1,22105220405,15,22103060902,13,22203060908,14,25,0,0,0,24.9,0.03212851,6.2,9.5,22.9,5.3,8.5,50.5,18,1,1015,0,0,48,59,68,78,9,4,1136,570,450,8,-200,1,2,-19,1,442,10,0,0,0,12.66666667,4,68,90,22.2,0,0,21,0,100,,,,,,,,,,2,1759,22202131006,1200,0,1,6,10,,14,5,4歳上1勝クラス,17,18,4,2,89.29702934,0,56,0.2962963,2,55,0.1454545,3,60,0.1126761,1,92.90017,0,3,0,18,2,2,0,0,2,48.6,7.569288,78.5,4.071563,78.5,78.5,78.5,0.5,1051744,98,,100
22202131006,17,8,0,6,13,13,7,80.94452091,6,47,48,7,-1,14,7,9,48,4,1,9,15,53,5,41,63,43,58,61,60,56,60,56,86,79,3,23.49747,0.8888889,16,4,100,2,2017101903,1,22201231009,11,22110310410,1,22106260908,2,22106130712,1,22105010408,3,22204230312,5,2,1,0,0,13.4,0.05970149,2.6,3.8,11.7,2.9,4.4,17.3,10,0,1091,0,0,52,62,68,37,17,5,1028,570,482,6,0,5,12,2,0,476,16,17.33805,100.5266168,0,11.82572614,11,32,25,11,7,7,21,7,100,,,,,,,,,,1,73128.2,22202131006,1200,0,1,6,10,,14,5,4歳上1勝クラス,17,18,4,2,89.29702934,0,56,0.2962963,2,55,0.1454545,3,60,0.1126761,1,92.90017,0,3,0,18,2,2,0,0,2,48.6,7.569288,78.5,4.071563,78.5,78.5,78.5,0.5,1051744,98,,100
22202131006,14,7,0,9,14,14,6,81.21522064,5,51,51,3,5,8,10,3,50,3,10,14,16,58,3,54,63,51,61,32,59,37,53,57,82,79,3,55.19984,0.9444444,7,3,78,8,2018105534,3,22201231009,10,22201161008,6,22111130306,14,22110310407,18,22109050104,9,22205280412,4,2,2,0,0,22.7,0.03524229,4.6,7,19.8,4.1,6.7,11.8,6,0,1093,0,0,56,48,68,83,13,4,1102,570,504,0,0,8,2,3,0,504,16,-0.83317,78.3019604,269.739,11.30952381,0,18,66,19.4,7,7,21,7,100,,,,,,,,,,2,78063.5,22202131006,1200,0,1,6,10,,14,5,4歳上1勝クラス,17,18,4,2,89.29702934,0,56,0.2962963,2,55,0.1454545,3,60,0.1126761,1,92.90017,0,3,0,18,2,2,0,0,2,48.6,7.569288,78.5,4.071563,78.5,78.5,78.5,0.5,1051744,98,,100
22202131006,7,4,0,16,15,15,18,74.42730579,16,30,40,18,-1,18,2,17,40,18,1,2,1,32,18,13,51,18,40,21,54,26,45,40,74,76,11,34.94387,0.2777778,14,4,70,16,2018105391,2,22201221012,11,22110310407,13,22108210112,5,22106270108,8,22103130906,10,22203155404,9,2,1,0,0,228.7,0.003498032,34.7,54,166.4,26.5,52.4,34.5,15,0,1186,0,3,30,48,39,37,9,4,1087,520,430,-2,0,13,17,11,0,432,18,-2.528892,69.93455393,120.0954,12.09302326,11,46,74,158.6,1,1,21,1,100,,,,,,,,,,1,9712.3,22202131006,1200,0,1,6,10,,14,5,4歳上1勝クラス,17,18,4,2,89.29702934,0,56,0.2962963,2,55,0.1454545,3,60,0.1126761,1,92.90017,0,3,0,18,2,2,0,0,2,48.6,7.569288,78.5,4.071563,78.5,78.5,78.5,0.5,1051744,98,,100
22202131006,15,7,0,18,16,16,17,72.72549883,17,32,41,17,0,13,5,15,41,17,6,4,2,34,17,58,40,52,40,46,58,56,56,36,79,79,3,15.76945,0.9444444,17,4,76,10,2018101774,2,22201231009,4,22111130309,13,22110240409,6,22110160410,13,22109180707,12,22202260907,12,2,1,0,0,326.1,0.002453235,40.1,62.4,186.2,29.1,59.2,35.4,16,0,1189,0,3,57,19,68,37,14,4,1142,520,486,-4,0,16,15,16,0,490,16,1.940167,76.25435842,228.084,10.69958848,9,110,109,175.4,0,0,21,0,100,,,,,,,,,,1,4577.7,22202131006,1200,0,1,6,10,,14,5,4歳上1勝クラス,17,18,4,2,89.29702934,0,56,0.2962963,2,55,0.1454545,3,60,0.1126761,1,92.90017,0,3,0,18,2,2,0,0,2,48.6,7.569288,78.5,4.071563,78.5,78.5,78.5,0.5,1051744,98,,100
22202131006,11,6,0,4,17,17,13,76.42887143,13,39,46,9,-1,17,8,8,46,9,1,11,9,45,10,66,68,56,68,52,60,52,58,45,80,74,14,61.42038,0.3888889,6,2,81,5,2018104164,1,22108291012,8,22108151006,18,22107101012,11,22106304810,8,22105220702,3,22202200908,1,23,0,0,0,9.9,0.08080808,2.3,3.3,10,2.7,3.8,36.2,17,0,1095,0,0,60,55,39,78,15,4,1065,570,474,18,0,5,4,2,0,456,11,-0.03466283,81.36435059,0,12.02531646,1,7,30,9.5,2,2,21,2,100,,,,,,,,,,1,20248.7,22202131006,1200,0,1,6,10,,14,5,4歳上1勝クラス,17,18,4,2,89.29702934,0,56,0.2962963,2,55,0.1454545,3,60,0.1126761,1,92.90017,0,3,0,18,2,2,0,0,2,48.6,7.569288,78.5,4.071563,78.5,78.5,78.5,0.5,1051744,98,,100
22202131006,16,8,0,12,18,18,15,74.91769942,15,36,43,15,1,12,9,7,43,15,7,12,4,39,14,53,55,48,53,22,52,28,44,41,81,77,8,13.46877,0.7777778,18,4,70,16,2017105100,3,22201161003,3,22111200309,4,22110170410,3,22110090408,1,22108221007,8,22203144604,1,3,5,0,0,42.9,0.01864802,7.4,11.3,38.8,7.4,13,26.7,13,0,1154,0,0,45,43,68,37,16,5,411,570,476,-6,200,10,11,11,1,482,13,-1.317971,69.54681257,198.9604,11.97478992,7,31,54,41.2,1,1,21,1,100,,,,,,,,,,2,11778.4,22202131006,1200,0,1,6,10,,14,5,4歳上1勝クラス,17,18,4,2,89.29702934,0,56,0.2962963,2,55,0.1454545,3,60,0.1126761,1,92.90017,0,3,0,18,2,2,0,0,2,48.6,7.569288,78.5,4.071563,78.5,78.5,78.5,0.5,1051744,98,,100
22202131007,2,2,0,11,1,1,3,79.90562161,10,49,52,2,4,5,7,1,50,3,11,14,12,55,3,37,55,48,51,43,69,51,65,50,86,74,12,37.78249,0.6666667,10,3,84,5,2017104824,2,22111210309,14,22110310506,1,22110170409,10,22108070408,8,22107110309,11,22202261011,5,11,0,2580,500,25.8,0.03100775,4.8,6.2,22.5,5.2,8.9,9.6,3,0,1179,0,0,58,48,60,90,18,5,1081,550,446,0,200,6,4,5,0,446,16,3.197576,84.23160328,155.977,12.33183857,2,13,130,23.3,6,6,9,,100,,,,,,,,,,2,39588.4,22202131007,2000,0,1,7,10,,14,5,4歳上1勝クラス,17,15,4,2,87.79462955,0,34,0.1538462,14,47,0.137931,6,56,0.1176471,1,91.94383,0,4,0,15,2,2,0,0,4,48.5,6.368075,79.8,2.741602,79.4,79.8,79.8,0.6,702334.6,101,,100
22202131007,13,7,0,1,2,2,14,80.62304266,5,34,44,14,-6,15,-6,15,42,14,1,1,2,34,14,54,55,56,54,57,64,32,60,53,81,75,11,27.42842,0.6,12,4,79,11,2018101642,2,22201161012,11,22112040709,10,22110310407,11,22110160409,4,22105290506,6,22202271012,3,3,4,0,200,5.2,0.1538462,1.8,2.2,6.6,2.3,3.3,10.9,5,0,1140,0,0,46,46,50,35,14,4,1173,540,420,-2,0,2,6,1,0,422,12,0.8623238,79.25508157,187.4111,12.85714286,5,9,114,6.7,7,7,9,7,100,,,,,,,,,,1,48277.9,22202131007,2000,0,1,7,10,,14,5,4歳上1勝クラス,17,15,4,2,87.79462955,0,34,0.1538462,14,47,0.137931,6,56,0.1176471,1,91.94383,0,4,0,15,2,2,0,0,4,48.5,6.368075,79.8,2.741602,79.4,79.8,79.8,0.6,702334.6,101,,100
